,word
0,<PAD>
1,<BOS>
2,<UNK>
3,<UNUSED>
4,을
5,에
6,작업
7,중
8,이
9,가
10,에서
11,를
12,)
13,(
14,.
15,자
16,으로
17,로
18,사고
19,재해
20,의
21,","
22,하여
23,발생
24,층
25,경
26,설치
27,한
28,후
29,1
30,이동
31,위해
32,자재
33,철근
34,2
35,현장
36,작업중
37,바닥
38,거푸집
39,비계
40,된
41,골절
42,하던
43,해체
44,동
45,발
46,함
47,위
48,및
49,손가락
50,근로자
51,추락
52,임
53,발판
54,**
55,공사
56,상부
57,인
58,안전
59,와
60,과
61,m
62,3
63,왼쪽
64,하고
65,:
66,씨
67,운반
68,못
69,지하
70,되어
71,넘어짐
72,시
73,하는
74,사이
75,부주의
76,계단
77,병원
78,파이프
79,과정
80,높이
81,공
82,하부
83,2020년
84,-
85,상태
86,우측
87,걸려
88,구간
89,오른쪽
90,절단
91,고
92,는
93,인한
94,미끄러져
95,2021년
96,사다리
97,하기
98,대
99,4
100,있던
101,00
102,손
103,단
104,고정
105,시스템
106,벽체
107,내
108,하지
109,정리
110,됨
111,콘크리트
112,넘어지면서
113,부위
114,배관
115,부상
116,확인
117,설
118,서
119,발목
120,좌측
121,부분
122,사용
123,미
124,타
125,지
126,오전
127,장비
128,잃고
129,크레인
130,중심
131,주
132,30분
133,자의
134,장
135,왼손
136,약
137,낙하
138,부
139,있는
140,이용
141,보
142,건설
143,전
144,조립
145,내부
146,도중
147,인양
148,지상
149,전도
150,수
151,하
152,무릎
153,용
154,상
155,유로폼
156,H
157,김
158,적재
159,미흡
160,통증
161,타격
162,제거
163,원
164,등
165,외부
166,그라인더
167,2019년
168,5
169,물
170,부딪힘
171,슬라브
172,재
173,은
174,동바리
175,형틀
176,어깨
177,동료
178,떨어짐
179,차량
180,사
181,양
182,빔
183,실
184,소속
185,인지
186,난간
187,/
188,주변
189,아래
190,허리
191,오른손
192,오후
193,넘어져
194,구
195,기
196,M
197,체결
198,다리
199,헛디뎌
200,순간
201,끼임
202,적
203,인해
204,여
205,cm
206,면
207,충돌
208,미끄러지면서
209,판넬
210,진행
211,충격
212,합판
213,조
214,진단
215,현
216,틀
217,신축
218,손목
219,떨어져
220,말
221,가설
222,시설
223,위치
224,10시
225,입음
226,연결
227,불안전
228,명
229,간
230,로프
231,하면서
232,관
233,차
234,옆
235,결과
236,운전
237,고리
238,하였으나
239,보고
240,내려오던
241,열
242,10월
243,하다가
244,카
245,앞
246,석
247,신호
248,굴삭기
249,철거
250,검지
251,함께
252,주차장
253,않고
254,수직
255,밟고
256,12월
257,뒤
258,본인
259,완료
260,이동식
261,공구
262,통로
263,기둥
264,장내
265,가시
266,11시
267,것
268,치료
269,철골
270,끝
271,목재
272,가격
273,방지
274,볼트
275,용접
276,당
277,미끄러짐
278,신
279,번
280,망치
281,6
282,협착
283,기초
284,중지
285,형
286,회전
287,날
288,몸
289,이던
290,피
291,부딪혀
292,핸드
293,착용
294,세
295,이송
296,에게
297,11월
298,되는
299,업체
300,타워
301,인하여
302,조치
303,하다
304,실시
305,의한
306,포트
307,잡고
308,작업대
309,지면
310,엄지손가락
311,되면서
312,일
313,제
314,파열
315,강관
316,개
317,토사
318,과실
319,발등
320,데크
321,들고
322,119
323,호
324,하였음
325,A
326,관로
327,절
328,소
329,행동
330,1조
331,베임
332,B
333,청소
334,각재
335,기계
336,손상
337,드릴
338,사망
339,인대
340,지지
341,탈락
342,눈
343,않아
344,준비
345,불량
346,측
347,목
348,오
349,넘어지며
350,박
351,가공
352,***
353,지붕
354,역
355,쪽
356,균형
357,근로
358,옹벽
359,**)
360,타박상
361,당일
362,15시
363,톱
364,장소
365,머리
366,일부
367,방향
368,핀
369,배근
370,상황
371,해
372,성
373,작업장
374,입니다
375,추정
376,*
377,의해
378,진료
379,팔
380,목공
381,지게차
382,근
383,가슴
384,다침
385,힘
386,산재
387,트럭
388,공단
389,망
390,협력
391,하였고
392,맨홀
393,복지
394,않은
395,각
396,도
397,시공
398,하며
399,자세
400,단순
401,도로
402,14시
403,개인
404,알폼
405,보호
406,장갑
407,조물
408,mm
409,원인
410,호스
411,관리
412,종료
413,블럭
414,결속
415,미장
416,정도
417,덮개
418,파일
419,10
420,튀어
421,할
422,7월
423,신고
424,떨어지면서
425,1.5
426,수술
427,뼈
428,개구
429,상해
430,호수
431,톤
432,안전모
433,사실
434,화
435,천정
436,8월
437,손등
438,16시
439,주장
440,상단
441,그
442,40분
443,10분
444,부재
445,인근
446,이탈
447,동시
448,금
449,신청
450,20분
451,옥상
452,와이어
453,호소
454,공간
455,낙상
456,임의
457,흙막이
458,파손
459,입원
460,처리
461,터
462,선
463,갱폼
464,까지
465,08시
466,벽
467,되지
468,폼
469,엄지
470,접촉
471,하차
472,받음
473,보강
474,문
475,점검
476,약지
477,줄
478,이상
479,끼어
480,산업
481,펌프
482,설비
483,파기
484,항
485,하나
486,당함
487,7
488,모서리
489,따른
490,판단
491,밟아
492,방법
493,터널
494,수평
495,맞음
496,끼
497,벨트
498,기사
499,보조
500,확보
501,~
502,톱날
503,13시
504,위험
505,철판
506,세대
507,위로
508,석재
509,후진
510,해당
511,반장
512,내려오다
513,3월
514,우마
515,퇴근
516,외벽
517,이후
518,8
519,띠
520,접질
521,근무
522,사업
523,승인
524,토
525,업무
526,번째
527,'
528,건물
529,트
530,작동
531,번지
532,미숙
533,9월
534,마디
535,같이
536,하였으며
537,목격자
538,갈비뼈
539,접
540,반
541,마치
542,골
543,50분
544,발견
545,발가락
546,09시
547,요양
548,안전벨트
549,림
550,4월
551,박스
552,다른
553,검사
554,연
555,당시
556,인부
557,촬영
558,다
559,한쪽
560,수정
561,고소
562,천
563,.(
564,T
565,부족
566,1월
567,교
568,휴식
569,통보
570,정
571,제작
572,즉시
573,블록
574,월
575,벽돌
576,최
577,입은
578,갑자기
579,빠지면서
580,판
581,단기
582,슬링
583,X
584,램프
585,기존
586,맞아
587,새끼손가락
588,굴착
589,미끄러지며
590,비
591,진입
592,102
593,염좌
594,뒷
595,하였습니다
596,후송
597,돌출
598,실족
599,헛딛어
600,불
601,팔꿈치
602,받침
603,내려오다가
604,8시
605,떨어진
606,얼굴
607,무리한
608,실수
609,kg
610,정강이
611,방수
612,부근
613,사무실
614,단부
615,관리자
616,굴착기
617,있어
618,곳
619,조작
620,분리
621,24일
622,대한
623,6월
624,20
625,때
626,10일
627,나무
628,조적
629,2월
630,허벅지
631,플레이
632,현재
633,타일
634,조사
635,집
636,엘리베이터
637,오른
638,종아리
639,16일
640,임시
641,외
642,만
643,원형
644,통해
645,입구
646,지점
647,무게
648,교체
649,대가
650,101
651,운전자
652,받고
653,아파트
654,작
655,측면
656,없이
657,=
658,부터
659,경계
660,라인
661,5월
662,20일
663,18일
664,안
665,천막
666,덤프
667,리프트
668,슬래브
669,보양
670,13일
671,소재
672,28일
673,팀
674,마감
675,방문
676,통
677,도장
678,바퀴
679,남
680,인력
681,내려
682,보수
683,F
684,질병
685,넘어진
686,중량
687,멍에
688,없음
689,12일
690,9
691,무리하게
692,제출
693,들어
694,30일
695,내려오는
696,1.2
697,하여야
698,07월
699,따라
700,25일
701,23일
702,리
703,늑골
704,하단
705,지시
706,전기
707,유리
708,바
709,버팀
710,폐기물
711,26일
712,출입구
713,14일
714,""""
715,걸이
716,안면
717,레미콘
718,다음
719,화장실
720,19일
721,전선
722,21일
723,돌
724,사항
725,평재
726,피해자
727,9시
728,식
729,거치
730,저
731,유도
732,야적
733,정리정돈
734,전방
735,며
736,철물
737,하강
738,**(
739,속
740,옆구리
741,와이어로프
742,04월
743,의식
744,탑승
745,요
746,E
747,15일
748,08월
749,공이
750,협착되어
751,토류판
752,15
753,11일
754,급여
755,30
756,승강
757,정상
758,예정
759,하게
760,103
761,17일
762,백호
763,센터
764,밑
765,22일
766,홀
767,29일
768,2.5
769,지구
770,천공
771,왼
772,복
773,조정
774,104
775,잃어
776,빠져
777,계속
778,다친
779,말려
780,들
781,요청
782,넘어지는
783,V
784,하층
785,잔재
786,출근
787,손잡이
788,곡기
789,놓쳐
790,소견
791,C
792,우수
793,붐
794,대기
795,케이
796,01월
797,받아
798,물질
799,준수
800,09월
801,27일
802,하도급
803,타기
804,암
805,추락사고
806,덕트
807,+
808,전달
809,길이
810,부착
811,잘못
812,P
813,체인
814,?
815,미착
816,타이
817,화상
818,[
819,대차
820,앵글
821,내용
822,D
823,내리던
824,12
825,마대
826,주택
827,강
828,건축
829,근처
830,11
831,시행
832,후크
833,천장
834,고정용
835,되었음
836,21년
837,03월
838,도구
839,본
840,1.8
841,PC
842,턱
843,앙
844,거
845,재자
846,연락
847,새끼
848,L
849,포장
850,07시
851,린
852,에는
853,도착
854,00분
855,옮기던
856,둥근
857,시멘트
858,무엇
859,화물차
860,이를
861,공장
862,접근
863,다발
864,관절
865,미터
866,상차
867,짚어
868,25
869,구역
870,000
871,보험
872,"),"
873,찰
874,어떻게
875,형틀공
876,105
877,주의
878,이며
879,임목
880,수로
881,교량
882,2022년
883,올라가
884,부딪힌
885,투입
886,PIT
887,되며
888,02월
889,아닌
890,비산
891,물이
892,목수
893,]
894,탈
895,파악
896,순
897,창호
898,창
899,부딪쳐
900,#
901,감독
902,정형외과
903,왜
904,배수
905,배
906,응급실
907,석고보드
908,일어난
909,12시
910,직영
911,생활
912,바로
913,백
914,정비
915,보행
916,오른발
917,놓은
918,사면
919,이스트
920,3일
921,떨어지는
922,엉덩이
923,6일
924,8일
925,반출
926,안경
927,떨어지며
928,찔림
929,하려고
930,던
931,무게중심
932,요추
933,붕괴
934,공판
935,주시
936,06월
937,20년
938,가지
939,피하
940,잘
941,착지
942,채
943,강재
944,뚜껑
945,들어가
946,미끄러
947,과상
948,9일
949,협착됨
950,올라가던
951,관련
952,13
953,두
954,근육
955,차로
956,50
957,구멍
958,바람
959,질환
960,지반
961,천공기
962,산소
963,강타
964,타고
965,개발
966,어
967,하중
968,우천
969,레일
970,삐끗
971,코너
972,협착된
973,수지
974,쌓기
975,시점
976,2시
977,짐
978,반복
979,최초
980,응급
981,피해
982,전원
983,협소
984,5일
985,순서
986,시간
987,안전발판
988,중간
989,직접
990,없는
991,호기
992,부가
993,2일
994,귀가
995,클램프
996,코어
997,유
998,되
999,우
1000,안쪽
1001,간섭
1002,철선
1003,3시
1004,○
1005,거리
1006,철
1007,미세
1008,0
1009,상기
1010,딩기
1011,마무리
1012,의사
1013,롤러
1014,맞지
1015,어디서
1016,철재
1017,시공사
1018,중앙
1019,취급
1020,BL
1021,트리
1022,휀스
1023,피부
1024,계
1025,여부
1026,BEAM
1027,점심식사
1028,명과
1029,팔목
1030,교육
1031,05월
1032,자상
1033,보지
1034,렌탈
1035,물기
1036,찢어짐
1037,부로
1038,접수
1039,다시
1040,재단
1041,단독
1042,용역
1043,월요일
1044,안구
1045,케이블
1046,잔
1047,㈜
1048,사전
1049,돌풍
1050,금요일
1051,주차
1052,장치
1053,소방
1054,19
1055,의견서
1056,결정
1057,코
1058,신체
1059,스킬
1060,일시
1061,받은
1062,부딪침
1063,튕겨
1064,횡대
1065,하수
1066,상승
1067,경위
1068,MRI
1069,부를
1070,주위
1071,몰탈
1072,화재
1073,호세
1074,7일
1075,손바닥
1076,당사
1077,중인
1078,흄관
1079,방음벽
1080,쇠
1081,게
1082,옮기는
1083,시트
1084,법
1085,4일
1086,생명
1087,40
1088,아웃
1089,OOO
1090,복도
1091,반동
1092,흙
1093,이음
1094,둔
1095,4시
1096,놓치면서
1097,없어
1098,목요일
1099,경사
1100,파편
1101,전동
1102,부설
1103,쓰러짐
1104,다가
1105,래
1106,믹서기
1107,경에
1108,14
1109,통제
1110,건
1111,손톱
1112,공중
1113,일용직
1114,16
1115,잡고있던
1116,15분
1117,버킷
1118,가량
1119,하자
1120,벌목
1121,토건
1122,밴
1123,31일
1124,폐
1125,분
1126,치
1127,뒤꿈치
1128,외상
1129,토요일
1130,밴드
1131,진행중
1132,종합
1133,스위치
1134,왼발
1135,스카이
1136,22
1137,메우기
1138,09일
1139,기를
1140,내려가던
1141,하려다
1142,올리는
1143,미비
1144,업자
1145,벽면
1146,누가
1147,OO
1148,지름
1149,지렛대
1150,60
1151,ray
1152,걸려서
1153,화요일
1154,비트
1155,면서
1156,파단
1157,페인트
1158,쓰러져
1159,일용
1160,7시
1161,원하여
1162,실금
1163,직원
1164,정지
1165,언제
1166,튕기면
1167,가해
1168,코킹
1169,통행
1170,시작
1171,폭
1172,버켓
1173,점
1174,넘어
1175,판정
1176,아침
1177,빠루
1178,조절
1179,더
1180,엉덩방아
1181,급
1182,발코니
1183,108
1184,기구
1185,적치
1186,경사면
1187,밖
1188,싱
1189,아
1190,고압
1191,STA
1192,106
1193,17시
1194,게이트
1195,상처
1196,진술
1197,수행
1198,방호
1199,안전교육
1200,불승
1201,먼저
1202,107
1203,강풍
1204,틈새
1205,커버
1206,내리는
1207,안정
1208,필요한
1209,되었습니다
1210,공정
1211,황
1212,철근콘크리트
1213,경과
1214,양수기
1215,보통
1216,연료
1217,두부
1218,브라켓
1219,라
1220,동작
1221,1일
1222,나
1223,건립
1224,전면
1225,복합
1226,있음
1227,매설
1228,창고
1229,소장
1230,보도
1231,다짐
1232,뛰어
1233,전도됨
1234,부딪히면서
1235,지속
1236,지정
1237,지역
1238,살수
1239,인상
1240,반입
1241,컨테이너
1242,출입
1243,06
1244,압송
1245,옥탑
1246,환경
1247,금일
1248,부딪히는
1249,지연
1250,일치
1251,써
1252,요구
1253,수요일
1254,후방
1255,반대편
1256,80
1257,알
1258,에어
1259,Beam
1260,W
1261,재자가
1262,팅
1263,넘어져서
1264,튀면서
1265,않음
1266,배치
1267,땅
1268,보온
1269,브
1270,진동
1271,06일
1272,손수레
1273,밀리면서
1274,혼자
1275,버팀대
1276,PE
1277,45분
1278,CT
1279,금속
1280,가지러
1281,믹서
1282,동선
1283,조각
1284,증축
1285,끼이면서
1286,레미
1287,샤클
1288,네
1289,1시
1290,올라
1291,해치
1292,쳐
1293,불안정한
1294,자리
1295,유공
1296,걸리면서
1297,굴러
1298,배수로
1299,느껴
1300,빗물
1301,밸브
1302,ㅇㅇㅇ
1303,팔이
1304,봉합
1305,최종
1306,틈
1307,스
1308,소통
1309,밀려
1310,기대어
1311,잭
1312,수목
1313,관동
1314,02일
1315,윈치
1316,상수
1317,구급차
1318,구조
1319,창문
1320,02
1321,결부
1322,대구
1323,엄지발가락
1324,메고
1325,소화
1326,윤
1327,완전히
1328,장이
1329,08일
1330,창틀
1331,인정
1332,해야
1333,중하
1334,통원
1335,상수도
1336,트러스
1337,요인
1338,첫
1339,설공
1340,07일
1341,풀
1342,한국
1343,04일
1344,해제
1345,인접
1346,접합
1347,비닐
1348,했으나
1349,에도
1350,화물
1351,03일
1352,미끄러짐으로
1353,덤프트럭
1354,미실시
1355,CM
1356,beam
1357,영
1358,지대
1359,다치는
1360,100
1361,개방
1362,단지
1363,무리
1364,와의
1365,에서는
1366,길
1367,결빙
1368,90
1369,력
1370,연골
1371,그레이
1372,헛디딤
1373,가입자
1374,회사
1375,24
1376,대퇴부
1377,야
1378,변경
1379,미끄러져서
1380,골재
1381,의하여
1382,축
1383,미사
1384,심폐소생술
1385,합
1386,있었으나
1387,18
1388,동구
1389,노출
1390,잡아
1391,시야
1392,해서
1393,23
1394,스라브
1395,2021
1396,되어있던
1397,과도
1398,취하
1399,합벽
1400,방
1401,조성
1402,하려
1403,간격
1404,청
1405,x
1406,검진
1407,U
1408,겹
1409,1.0
1410,내려오면서
1411,직후
1412,철수
1413,놓고
1414,지주
1415,보관
1416,생
1417,온
1418,.)
1419,05일
1420,PVC
1421,마지막
1422,되어있는
1423,답단
1424,뒷걸음질
1425,지병
1426,감
1427,레이
1428,공동
1429,밟으면서
1430,추가
1431,17
1432,권
1433,침
1434,”
1435,고속
1436,장함
1437,긴장
1438,포크
1439,세워
1440,찍힘
1441,벽지
1442,뛰어내려
1443,리어카
1444,h
1445,차단
1446,식당
1447,두번째
1448,토목
1449,氏
1450,공인
1451,생각
1452,자신
1453,헤드
1454,함마
1455,300
1456,가서
1457,싣고
1458,형강
1459,***(
1460,송
1461,앵커
1462,뒷걸음
1463,불명
1464,거더
1465,파렛트
1466,힘줄
1467,사동
1468,꿈치
1469,견출
1470,년
1471,출
1472,느낌
1473,2020
1474,베이
1475,골반
1476,인치
1477,경기도
1478,포크레인
1479,추진
1480,부러지면서
1481,미상
1482,피트
1483,하였다고
1484,정거장
1485,큰
1486,출혈
1487,접질러
1488,협착사
1489,옮겨
1490,중임
1491,03
1492,막
1493,각목
1494,쓰레기
1495,의사소통
1496,21
1497,반경
1498,26
1499,기간
1500,사장
1501,입
1502,가던
1503,경미한
1504,이마
1505,목적
1506,패널
1507,오거
1508,대로
1509,붐대
1510,빠지며
1511,퇴
1512,식사
1513,상가
1514,저수조
1515,소형
1516,되었고
1517,하천
1518,장애물
1519,공종
1520,주간
1521,꺽
1522,선반
1523,사인
1524,무의식
1525,옷
1526,부지
1527,부속
1528,미끄럼
1529,사람
1530,출입문
1531,캐노
1532,엔씨
1533,묶음
1534,건축물
1535,스트러트
1536,음
1537,급하게
1538,예상
1539,광주
1540,고체
1541,방치
1542,약간
1543,인식
1544,깊이
1545,하러
1546,하고자
1547,운행
1548,내려와
1549,뒤쪽
1550,(***)
1551,크
1552,장물
1553,#NAME
1554,대응
1555,끼이는
1556,오피스텔
1557,35분
1558,해머
1559,부석
1560,주민
1561,내린
1562,진찰
1563,척추
1564,시도
1565,날개
1566,마을
1567,R
1568,들어가면서
1569,01일
1570,삽입
1571,전일
1572,판이
1573,북
1574,부딪히며
1575,숙련
1576,신청서
1577,칙
1578,배면
1579,방화
1580,소리
1581,흔들리면서
1582,상판
1583,포
1584,깔림
1585,인천
1586,미처
1587,소지
1588,풀리면서
1589,보일러
1590,지용
1591,재자의
1592,미끄러운
1593,엔진
1594,아스콘
1595,공용
1596,타박
1597,커터칼
1598,앤
1599,지사
1600,불구
1601,딛고
1602,자간
1603,레싱
1604,접질려
1605,건드려
1606,질
1607,컷팅
1608,조공
1609,필로티
1610,슬리브
1611,당한
1612,BT
1613,빠짐
1614,제대로
1615,600
1616,체계
1617,교대
1618,째
1619,짚으면서
1620,상이
1621,70
1622,S
1623,"**,"
1624,적장
1625,신규
1626,세륜기
1627,사유
1628,암거
1629,양쪽
1630,개거
1631,가는
1632,공기
1633,압력
1634,되었으며
1635,도시
1636,부산
1637,3.5
1638,달
1639,자바라
1640,디뎌
1641,총
1642,밴딩
1643,누
1644,치아
1645,담당
1646,방호벽
1647,집중
1648,흔들려
1649,금지
1650,전기톱
1651,주입
1652,29
1653,엔
1654,발뒤꿈치
1655,맞은
1656,잡은
1657,25분
1658,석공
1659,테이블
1660,탄
1661,추후
1662,잠시
1663,28
1664,걸린
1665,모래
1666,****
1667,연장
1668,플랜트
1669,슈트
1670,19년
1671,피로
1672,쇄골
1673,110
1674,치가
1675,알루미늄
1676,막장
1677,자동
1678,족
1679,퇴원
1680,1.7
1681,필요
1682,밀어
1683,걸어
1684,잡는
1685,들어감
1686,님
1687,또는
1688,되고
1689,Area
1690,행성
1691,퇴사
1692,계획
1693,가닥
1694,헛딛
1695,정확한
1696,봉
1697,내려가는
1698,호우
1699,골격계
1700,베이스
1701,있었음
1702,승
1703,덮
1704,잡기
1705,편
1706,복숭아
1707,프레임
1708,레벨
1709,의심
1710,무릅
1711,밸트
1712,헛디뎌서
1713,Y
1714,TBM
1715,예
1716,사각
1717,입선
1718,15:00
1719,호선
1720,전날
1721,삼
1722,이었으며
1723,돌이
1724,매몰
1725,올리던
1726,어스
1727,파라
1728,수리
1729,찬넬
1730,포함
1731,칼날
1732,분배
1733,홍
1734,콘
1735,부대
1736,잔디
1737,도포
1738,레버
1739,구체
1740,상호
1741,심근경색
1742,대비
1743,05분
1744,상층
1745,일원
1746,류
1747,포설
1748,파쇄
1749,리기
1750,교각
1751,협착되
1752,마
1753,흉부
1754,디딤
1755,수의
1756,항타
1757,좌
1758,걸
1759,언
1760,노후
1761,실내
1762,복귀
1763,용수
1764,수레
1765,걸고
1766,장기간
1767,현관
1768,자택
1769,다쳤다고
1770,고장
1771,있다가
1772,생긴
1773,움직
1774,회전체
1775,부주
1776,서울
1777,RAY
1778,여서
1779,14:00
1780,정차
1781,양생
1782,붙어
1783,케이싱
1784,토공
1785,로더
1786,맞고
1787,올라가는
1788,위쪽
1789,라고
1790,않는
1791,합니다
1792,바를
1793,대내
1794,브레이크
1795,헛
1796,전도사
1797,궤도
1798,휴업
1799,동안
1800,종점
1801,외측
1802,고함
1803,가스
1804,베인
1805,견
1806,후미
1807,소홀
1808,※
1809,풀려
1810,내려놓는
1811,112
1812,목격
1813,장동
1814,비상
1815,올려
1816,스쳐
1817,풍기
1818,받이
1819,지하차도
1820,담당자
1821,가해져
1822,일반
1823,27
1824,가동
1825,컷
1826,쪽발이
1827,귀
1828,CIP
1829,시험
1830,없으며
1831,타이어
1832,십자
1833,홈
1834,앉아
1835,으로부터
1836,이기
1837,모
1838,인원
1839,하려는
1840,예방
1841,ton
1842,증
1843,페이
1844,끌려
1845,슬러지
1846,짚음
1847,미니
1848,소로
1849,가로
1850,가운데
1851,피복
1852,튕겨져
1853,라이닝
1854,08
1855,가료
1856,새
1857,미고
1858,의료
1859,펫
1860,철관
1861,신설
1862,55분
1863,지급
1864,리제
1865,착
1866,긴
1867,신경
1868,부딛혀
1869,발전기
1870,식재
