doc_code,t1,t2,t3,c1,c2,c3,c4,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
,,,,,,,,,,,,,,,,,,,
C-30-2020,4.,,,,,,,강관비계 작업의 준비와 관리,,,,,,,,,,,
C-30-2020,4.,4.1,,,,,,준비,,,,,,,,,,,
C-30-2020,4.,4.1,,(1),,,,,"작업계획, 작업내용 등을 충분히 검토하고 비계의 조립도에 따라 다음 사항을 확인하여야 한다.",,,,,,,,,,
C-30-2020,4.,4.1,,(1),(가),,,,강관비계용 재료의 안전인증품 여부,,,,,,,,,,
C-30-2020,4.,4.1,,(1),(나),,,,"비계의 치수(높이, 길이, 폭)",,,,,,,,,,
C-30-2020,4.,4.1,,(1),(다),,,,구조물의 형태와 구조물과 비계 사이 간격,,,,,,,,,,
C-30-2020,4.,4.1,,(1),(라),,,,"작업발판, 안전난간, 가설통로 및 낙하물방지망, 수직보호망 등의 설치계획",,,,,,,,,,
C-30-2020,4.,4.1,,(1),(마),,,,"보강 방법(출입구, 단부, 우각부 등)",,,,,,,,,,
C-30-2020,4.,4.1,,(1),(바),,,,비계 높이가 31m 이상이거나 발주자 또는 인ㆍ허가기관의 장이 필요하다고 인정하는 비계는 관계전문가(건설기술진흥법 시행령 101조의2에 따른다)로부터 구조적 안전성을 확인받아야 한다.,,,,,,,,,,
C-30-2020,4.,4.1,,(2),,,,,작업현장 및 주변의 상황 등 다음 사항을 확인하여야 한다.,,,,,,,,,,
C-30-2020,4.,4.1,,(2),(가),,,,부지내 공지의 상황(자재의 적치장소 등),,,,,,,,,,
C-30-2020,4.,4.1,,(2),(나),,,,장애물의 유무,,,,,,,,,,
C-30-2020,4.,4.1,,(2),(다),,,,인접건축물과의 간섭여부,,,,,,,,,,
C-30-2020,4.,4.1,,(2),(라),,,,가공전로의 방호상황,,,,,,,,,,
C-30-2020,4.,4.1,,(2),(마),,,,주변도로의 상황(교통량 및 도로의 폭등),,,,,,,,,,
C-30-2020,4.,4.1,,(2),(바),,,,가공선로의 방호상황,,,,,,,,,,
C-30-2020,4.,4.1,,(2),(사),,,,주변도로의 상황(교통량 및 도로의 폭등 각종 교통규제 포함),,,,,,,,,,
C-30-2020,4.,4.1,,(3),,,,,재료의 반입 시기와 방법 및 적치장소(임시보관소 포함) 등을 확인하여야 한다.,,,,,,,,,,
C-30-2020,4.,4.1,,(4),,,,,"크레인 등의 운전자, 형틀공, 철근공, 도장공 등 관련 직종 기능공과 작업방법 등에 관하여 협의하여야 한다.",,,,,,,,,,
C-30-2020,4.,4.2,,,,,,관리,,,,,,,,,,,
C-30-2020,4.,4.2,,(1),,,,,작업관리를 위하여 근로자는 다음사항을 고려하여 배치하여야 한다.,,,,,,,,,,
C-30-2020,4.,4.2,,(1),(가),,,,경험의 정도와 건강상태,,,,,,,,,,
C-30-2020,4.,4.2,,(1),(나),,,,"비계의 치수(높이, 길이, 폭)",,,,,,,,,,
C-30-2020,4.,4.2,,(1),(다),,,,"고령자와 연소자 또는 고․저혈압, 약시, 난청 등 건강에 이상이 있는 자는 고소작업 및 위험작업에 투입금지 등",,,,,,,,,,
C-30-2020,4.,4.2,,(2),,,,,강관비계 조립 및 해체작업을 하는 근로자는 「유해·위험작업의 취업 제한에 관한 규칙」[별표1] 17번에 의한 자격·면허·기능 및 경험에 적합하여야 한다.,,,,,,,,,,
C-30-2020,4.,4.2,,(3),,,,,작업장소의 상황과 작업순서 등은 가능한 그림 등을 사용하여 정확하게 지시하여야 한다.,,,,,,,,,,
C-30-2020,4.,4.2,,(4),,,,,"출입금지 장소에는 울타리, 로프, 표지판 등을 설치하여 작업 장소에 접근할 수 없도록 출입을 제한하고, 감시자를 배치하여야 한다.",,,,,,,,,,
C-30-2020,5.,,,,,,,강관비계의 재료,,,,,,,,,,,
C-30-2020,5.,5.1,,,,,,일반,,,,,,,,,,,
C-30-2020,5.,5.1,,(1),,,,,강관비계의 조립도에 기초하여 조립에 필요한 부재별 수량의 반입 여부를 확인 하여야 한다.,,,,,,,,,,
C-30-2020,5.,5.1,,(2),,,,,반입된 재료는 안전인증고시 또는 「산업표준화법」에 의한 한국산업표준에서 정하는 기준 등에 적합하거나 동등 이상의 성능을 가진 재료인지를 확인하여야 한다.,,,,,,,,,,
C-30-2020,5.,5.1,,(3),,,,,재사용 부재의 사용 여부는 KOSHA GUIDE (재사용 가설기자재 성능기준에 관한 지침)과 품질관리 기준에 따른다.,,,,,,,,,,
C-30-2020,5.,5.2,,,,,,작업발판,"방호장치 안전인증 고시 또는 한국산업표준에 적합하거나 동등 이상의 성능을 가진 재료를 사용하여야 한다. 다만, 목재 또는 합판을 사용하는 경우에는 사용 상의안전을 고려하여 선정하도록 하여야 한다.",,,,,,,,,,
C-30-2020,6.,,,,,,,안전작업사항,,,,,,,,,,,
C-30-2020,6.,,,(1),,,,,"관리감독자는 조립·해체 또는 변경의 시기·범위 및 절차를 그 작업에 종사하는 근로자에게 주지시켜야 하며, 근로자는 관리감독자의 지휘에 따라 작업하도록 하여야 한다.",,,,,,,,,,
C-30-2020,6.,,,(2),,,,,"비계의 구조 및 재료에 따라 작업발판의 최대적재하중을 정하고 이를 초과하지 않아야 하며, 최대적재하중을 근로자에게 알려야 한다.",,,,,,,,,,
C-30-2020,6.,,,(3),,,,,비계에서 근로자가 이동 할 때에는 반드시 지정된 통로를 이용하여야 한다.,,,,,,,,,,
C-30-2020,6.,,,(4),,,,,비계작업 근로자는 동일 수직면에서 상․하 동시 작업을 금지하여야 한다.,,,,,,,,,,
C-30-2020,6.,,,(5),,,,,"비, 눈, 그 밖의 기상상태의 불안정으로 날씨가 몹시 나쁜 경우에는 그 작업을 중지하여야 한다.",,,,,,,,,,
C-30-2020,6.,,,(6),,,,,추락의 위험이 있는 장소에는 안전난간 또는 추락방호망을 설치하거나 안전대를 착용하는 등의 추락위험방지 조치 후 작업하여야 한다.,,,,,,,,,,
C-30-2020,6.,,,(7),,,,,"조립․해체 또는 변경 작업에는, 해당작업에 종사하는 근로자가 아닌 사람의 출입을 금지하고, 그 내용을 보기 쉬운 장소에 게시하여야 한다.",,,,,,,,,,
C-30-2020,6.,,,(8),,,,,가공전로에 근접하여 비계를 설치하는 경우에는 가공전로를 이설하거나 가공전로에 절연용 방호구를 장착하는 등 가공전로와의 접촉을 방지하기 위한 조치를 하여야 한다.,,,,,,,,,,
C-30-2020,7.,,,,,,,조 립,,,,,,,,,,,
C-30-2020,7.,7.1,,,,,,기초,,,,,,,,,,,
C-30-2020,7.,7.1,,(1),,,,,"지반은 비계기둥이 침하하지 않도록 충분히 다짐하고, 깔판·깔목 등은 평탄하게 설치하여야 한다. 다만, 콘크리트, 강재 표면 및 단단한 아스팔트 등과 같은 지반은 깔판·깔목을 설치하지 않은 상태에서 받침 철물만을 사용하여 지지할 수 있다.",,,,,,,,,,
C-30-2020,7.,7.1,,(2),,,,,연약지반은 비계기둥이 침하하지 않도록 두께 45mm 이상의 깔판·깔목을 소요 폭 이상으로 설치하거나 콘크리트를 타설한다.,,,,,,,,,,
C-30-2020,7.,7.2,,,,,,받침철물과 밑둥잡이,깔판이나 깔목의 중심에 정해진 비계기둥 간격으로 배치하고 이동을 방지하기 위하여 지반에 최대한 근접하여 밑둥잡이를 설치하는 등의 조치를 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.3,,,,,,비계기둥,,,,,,,,,,,
C-30-2020,7.,7.3,,(1),,,,,"비계기둥의 간격은 띠장 방향에서는 1.85m 이하, 장선방향에서는 1.5 m 이하로 설치하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.3,,(2),,,,,비계기둥은 수직도를 유지하도록 설치하며 필요한 경우 임시 가새를 설치하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.3,,(3),,,,,"비계기둥의 제일 윗부분으로부터 31m되는 지점 밑부분의 비계기둥은 2개의 강관으로 묶어 세워야 한다. 다만, 브라켓(bracket, 까치발) 등으로 보강하여 2개의 강관으로 묶을 경우 이상의 강도가 유지되거나 관계전문가(구조기술사)의 안전 확인을 받은 경우에는 그러하지 아니하다.",<그림 1>,,,,,,,,,
C-30-2020,7.,7.3,,(4),,,,,비계기둥의 연결은 이음철물(강관조인트 등)이나 조임철물(클램프 등) 등을 사용하여야 하며 연결 위치가 일직선 또는 동일축 내에 집중되지 않도록 길이가 서로 다른 강관을 사용하여 조립하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.3,,(5),,,,,비계기둥간의 적재하중은 400 ㎏f(3.92 kN)을 초과하지 않도록 적재 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.3,,(6),,,,,비계기둥 1개에 작용하는 하중은 700 kgf(6.86 kN) 이내이어야 한다.,,,,,,,,,,
C-30-2020,7.,7.3,,(7),,,,,비계기둥과 구조물 사이는 추락방지를 위하여 가급적 30㎝ 이하로 조립 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.3,,(8),,,,,비계기둥과 구조물 사이는 근로자의 추락을 방지하기 위하여 추락 방호망을 설치하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.4,,,,,,띠장,,,,,,,,,,,
C-30-2020,7.,7.4,,(1),,,,,"띠장의 수직간격은 2.0m이하로 하여야 한다. 다만, 작업의 성질상 이를 준수하기가 곤란하여 쌍기둥틀 등에 의하여 해당 부분을 보강한 경우에는 그러하지 아니하다.",,,,,,,,,,
C-30-2020,7.,7.4,,(2),,,,,"비계기둥과 띠장의 체결은 반드시 전용 클램프(고정형)로 체결하며, 300～ 350kgf․㎝ 이상의 조임 토크로 균일하게 체결하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.4,,(3),,,,,"띠장을 연속해서 설치할 경우에는 이음철물(강관 조인트 등)을 사용하고, 교차되는 비계기둥에는 조임 철물(클램프 등)로 결속하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.4,,(4),,,,,동일 평면의 띠장 이음 위치는 각각의 띠장끼리 최소 30㎝ 이상 엇갈리게 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.5,,,,,,장선,,,,,,,,,,,
C-30-2020,7.,7.5,,(1),,,,,징선은 비계 기둥과 띠장의 교차부에 가능한 근접하게 비계의 내·외측 기둥 또는 띠장에 클램프로 고정하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.5,,(2),,,,,"장선은 작업발판을 지지할 수 있도록 1.85m 이하로 설치하되,부득이한 경우 작업발판 지지용 철물을 띠장에 클램프로 고정하여 설치하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.5,,(2),,,,,"비계기둥과 장선의 체결은 반드시 전용 클램프(고정형)로 체결하며, 300～ 350kgf․㎝이상의 조임 토크로 균일하게 체결하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.5,,(3),,,,,"통로용 작업발판을 맞댐형식으로 설치하는 경우, 장선은 작업발판의 내민부분이 10～20㎝의 범위가 되도록 간격을 정하여 설치하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.5,,(4),,,,,"장선은 띠장으로부터 5㎝ 이상 돌출하여 설치하고, 바깥쪽 돌출부분은 수직보호망 등의 설치를 고려하여 일정한 돌출길이가 되도록 설치하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.6,,,,,,가새,,,,,,,,,,,
C-30-2020,7.,7.6,,(1),,,,,"교차가새는 비계의 외면에 45° 정도로 교차하여 두 방향에 설치하며, 교차하는 모든 비계기둥에 체결한다.",,,,,,,,,,
C-30-2020,7.,7.6,,(2),,,,,"가새와 비계기둥과의 교차부는 전용 클램프(회전형)로 체결하며, 300～350kgf․㎝이상의 조임토크로 균일하게 체결하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.6,,(3),,,,,수평 가새는 <그림 2>과 같이 벽이음을 부착한 높이의 각 스팬마다 설치하여 보강하여야 한다.,<그림 2>,,,,,,,,,
C-30-2020,7.,7.7,,,,,,벽이음,,,,,,,,,,,
C-30-2020,7.,7.7,,(1),,,,,"벽이음재는 안전인증품을 사용하고, 설치간격은 해당 전문가의 안전 확인을 받은 경우 구조검토 결과 조립 간격을 준수하고, 최대 수직방향 5m 이하, 수평방향 5m 이하로 설치하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.7,,(2),,,,,"벽이음의 설치위치는 기둥과 띠장의 결합 부근으로 하며, 벽면과 직각이 되도록 설치하고, 비계의 최상단과 가장자리 끝에도 벽이음을 설치하여야 한다",,,,,,,,,,
C-30-2020,7.,7.7,,(3),,,,,"벽이음은 결속에 필요한 요구조건과 구조체면의 특성을 고려하여 아래에서 제시하는 벽이음을 설치방법(예시)을 선택하여 사용할 수 있으며, 설치간격은 벽이음재의 성능과 작용하중을 고려한 구조설계에 따라 결정하여야 한다.",<그림 3>,,,,,,,,,
C-30-2020,7.,7.7,,(4),,,,,임시로 벽이음을 설치한 경우에는 가능한 빨리 본 벽이음으로 교체 하여 설치 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.7,,(5),,,,,외측에 수직보호망 등을 설치하는 경우에는 고정하중이나 작업하중과 같은 수직하중 이외에 풍하중에 대한 영향을 고려하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.7,,(6),,,,,"비계에 낙하물방지망, 방호선반 등을 설치하는 경우 <그림 4>과 같이 벽이음을 설치하여야 한다.",<그림 4>,,,,,,,,,
C-30-2020,7.,7.8,,,,,,작업발판,,,,,,,,,,,
C-30-2020,7.,7.8,,(1),,,,,근로자가 추락하거나 넘어질 위험이 있는 장소에서 작업을 할 때에 작업발판을 설치하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.8,,(2),,,,,작업발판과 작업발판 사이의 틈 간격은 3 ㎝ 이하로 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.8,,(3),,,,,작업발판은 이탈되거나 탈락하지 않도록 2개 이상의 지지물에 고정하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.8,,(4),,,,,작업발판 끝 부분의 돌출길이는 10 ㎝ 이상 20 ㎝ 이하로 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.8,,(5),,,,,작업발판을 이동시킬 때에는 추락방지 등 위험방지에 필요한 조치를 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.9,,,,,,안전난간,,,,,,,,,,,
C-30-2020,7.,7.9,,(1),,,,,"작업발판 및 통로의 끝 등 추락의 위험이 있는 장소에는 안전난간을 설치하여야 한다. 다만 작업의 성질상 안전난간을 설치하는 것이 곤란한 경우, 작업의 필요상 임시로 안전난간을 해체할 때에는 추락방호망을 설치하거나 근로자로 하여금 안전대를 착용하도록 하는 등 추락위험을 방지하기 위하여 필요한 조치를 하여야 한다.",,,,,,,,,,
C-30-2020,7.,7.9,,(2),,,,,비계에 설치하는 난간은 비계기둥의 안쪽에 설치하는 것을 원칙으로 한다.,,,,,,,,,,
C-30-2020,7.,7.9,,(3),,,,,"안전난간은 <그림 5>와 같이 설치하며, 상부난간대는 바닥면, 발판, 통로의 표면으로부터 90㎝이상 120㎝이하의 높이를 유지하여야 한다.",<그림 5>,,,,,,,,,
C-30-2020,7.,7.10,,,,,,경사로,,,,,,,,,,,
C-30-2020,7.,7.10,,(1),,,,,경사로의 폭은 최소 90㎝ 이상으로 설치하여야 한다.,<그림 6>,,,,,,,,,
C-30-2020,7.,7.10,,(2),,,,,"경사로에는 높이 7m이내 마다 <그림 7>과 같이 폭 90㎝, 길이180㎝ 이상의 계단참을 설치하고, 계단참과 경사로의 연결부는 높이차가 없도록 설치하여야 한다.",<그림 7>,,,,,,,,,
C-30-2020,7.,7.10,,(3),,,,,"경사각은 30° 이하 이어야 하며, 미끄럼막이를 일정한 간격으로 다음 <표 1> 및 <그림 8>에 따라 설치하여야 한다.",<그림 8>,<표 1>,,,,,,,,
C-30-2020,7.,7.11,,,,,,가설계단,설치기준은 KOSHA GUIDE「가설계단의 설치 및 사용 안전보건 작업지침」에 따른다.,,,,,,,,,,
C-30-2020,7.,7.12,,,,,,출입구 보강,,,,,,,,,,,
C-30-2020,7.,7.12,,(1),,,,,비계의 출입구 등은 사재에 의한 보강 및 비계기둥에 비계용 강관을 덧붙여 보강하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.12,,(2),,,,,비계의 높이가 15m 이상일 경우 출입구 양측의 비계기둥에 비계용 강관을 덧붙여 보강하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.12,,(3),,,,,출입구 상부의 비계 전․후면에는 가새로 <그림 9>과 같이 수평재를 보강하여야 한다,<그림 9>,,,,,,,,,
C-30-2020,7.,7.13,,,,,,우각부 보강,,,,,,,,,,,
C-30-2020,7.,7.13,,(1),,,,,우각부는 개구부를 없애기 위해 양변의 비계기둥을 근접하도록 배치하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.13,,(2),,,,,우각부는 비계의 2층마다 비계용 강관과 연결철물(클램프)로 체결하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.13,,(3),,,,,우각부는 개구부로부터 추락방지를 위해 작업발판을 수평으로 설치하여야 한다.,<그림 10>,,,,,,,,,
C-30-2020,7.,7.13,,(4),,,,,우각부가 폐합되지 않은 비계에는 벽이음재 등을 사용하여 각 층마다 우각부 구간을 보강조치 하여야 한다.,,,,,,,,,,
C-30-2020,7.,7.14,,,,,,낙하물 방지설비,,,,,,,,,,,
C-30-2020,7.,7.14,,(1),,,,,비계에 설치하는 방호선반은 KOSHA GUIDE (낙하물 방호선반 설치 지침)을 참조한다.,,,,,,,,,,
C-30-2020,7.,7.14,,(2),,,,,비계에 설치하는 낙하물방지망은 KOSHA GUIDE (낙하물 방지망 설치 지침)을 참조한다.,,,,,,,,,,
C-30-2020,7.,7.14,,(3),,,,,비계에 설치하는 수직보호망은 KOSHA GUIDE (수직보호망 설치 지침)을 참조 한다.,,,,,,,,,,
C-30-2020,8.,,,,,,,점검보수,"눈, 그 밖의 기상상태의 악화로 작업을 중지시킨 후 또는 비계를 조립 해체하거나 변경한 후에 그 비계에서 작업을 하는 경우에는 해당 작업을 시작하기 전에 다음 사항을 점검하고, 이상을 발견하면 즉시 보수하여야 한다.",,,,,,,,,,
C-30-2020,8.,,,(1),,,,,발판재료의 손상여부 및 부착 또는 걸림상태,,,,,,,,,,
C-30-2020,8.,,,(2),,,,,비계의 연결부 또는 접속부의 풀림상태,,,,,,,,,,
C-30-2020,8.,,,(3),,,,,이음철물 및 조임철물의 손상 또는 부식상태,,,,,,,,,,
C-30-2020,8.,,,(4),,,,,손잡이의 탈락여부,,,,,,,,,,
C-30-2020,8.,,,(5),,,,,비계기둥의 침하․변형․변위 또는 흔들림 상태,,,,,,,,,,
C-30-2020,9.,,,,,,,해체,,,,,,,,,,,
C-30-2020,9.,,,(1),,,,,"비계 해체 작업계획서를 작성하고, 작업계획서 내용을 근로자에게 알려야 하며, 해체작업 반경에는 관계 근로자가 아닌 사람의 출입을 금지하고 그 내용을 보기 쉬운 장소에 게시하여야 한다.",,,,,,,,,,
C-30-2020,9.,,,(2),,,,,해체 작업 전 비계에 결함이 발생한 경우에는 정상적인 상태로 복구한 후에 해체하여야 한다. 특히 해체작업 전 벽이음과 가새는 반드시 확인하여야 한다.,,,,,,,,,,
C-30-2020,9.,,,(3),,,,,작업은 2명 이상의 공동작업을 원칙으로 수행하여야 한다.,,,,,,,,,,
C-30-2020,9.,,,(4),,,,,추락의 위험이 있는 곳에서는 반드시 안전대를 착용하고 작업하여야 한다.,,,,,,,,,,
C-30-2020,9.,,,(5),,,,,"해체된 부재의 운반은 크레인 등의 장비 사용을 원칙으로 하며, 인력으로 내리는 경우에는 던지는 작업방법은 금지하여야 한다.",,,,,,,,,,
C-30-2020,9.,,,(6),,,,,"벽이음, 가새는 가능한 나중에 해체하며, 필요한 경우 임시가새, 버팀목을 설치 하는 등 안전조치를 강구하여야 한다.",,,,,,,,,,
C-30-2020,9.,,,(7),,,,,비계의 설치 기간 및 하중 부과 등으로 잔류응력이 축적된 상태이므로 비계 해체 전에 비계 벽이음의 설치상태 점검 및 보강 후 각 단별 (또는 층별)로 순차적으로 해체하여야 한다.,,,,,,,,,,
C-85-2013,4.,,,,,,,트럭 탑재형 크레인의 구조,국내 현장에서 주로 사용하는 직진식 붐 트럭 탑재형 크레인의 종류로 주요명칭은 <그림 1>과 같다.,<그림 0>,,,,,,,,,
C-85-2013,5.,,,,,,,트럭 탑재형 크레인의 안전장치,,,,,,,,,,,
C-85-2013,5.,,,(1),,,,,"“권과방지장치”라 함은 인양용 와이어로프의 일정한계 이상 감기게 되면 자동적으로 동력을 차단하고 작동을 정지시킴으로서 훅이 상부에 부딪히는 것을 방지하는 장치이며, 훅이 최상부에 도달하기 전에 경보음과 함께 작동이 정지되는지 점검하여야 한다.",<그림 1>,,,,,,,,,
C-85-2013,5.,,,(2),,,,,"“과부하방지장치”라 함은 정격하중 1.1배 이상의 권상하중이 부하되었을 때 경보와 함께 자동적으로 상승이 정지되는 장치이며, 안전인증기준에 의한 안전인증(구 검정기관)을 받은 제품 인지의 여부를 확인하여야 한다.",,,,,,,,,,
C-85-2013,5.,,,(3),,,,,"“비상정지장치”라 함은 비상시 동력을 차단하여 크레인을 정지시키는 장치이며, 버튼을 누르면 트럭 탑재형 크레인의 동력이 차단되는지 점검하여야 한다.",<그림 2>,,,,,,,,,
C-85-2013,5.,,,(4),,,,,"“훅해지장치”라 함은 훅으로 부터 줄걸이 로프의 이탈을 방지하기 위해 훅에 설치된 개폐 장치이며, 훅해지가 원활하게 작동하는지 점검하여야 한다.",,,,,,,,,,
C-85-2013,5.,,,(5),,,,,“하중지시계”라 함은 붐의 최 하단에 부착된 경사지시계로 붐의 인출 길이와 각도에 따라 허용하중을 확인할 수 있는 지시장치이다.,<그림 3>,,,,,,,,,
C-85-2013,5.,,,(6),,,,,“붐 회전방지장치”라 함은 주행 시 크레인 상부 회전체를 회전하지 못하도록 고정하는 장치이다.,,,,,,,,,,
